ref_organ,ref_organ_part,parent,child,parent_label,child_label
https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#VH_F_lateral_condyle_of_femur_sup_R,FMA:32860,FMA:33189,Lateral condyle of right femur,Articular cartilage of distal epiphysis of right femur
https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#VH_F_medial_condyle_of_right_femur_sup,FMA:32862,FMA:43746,Medial condyle of right femur,Patellar surface of right femur
https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#VH_F_trochlear_groove_R,FMA:43746,FMA:32862,Patellar surface of right femur,Medial condyle of right femur
https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#VH_F_articular_cartilage_of_knee_R,FMA:33189,FMA:43746,Articular cartilage of distal epiphysis of right femur,Patellar surface of right femur
https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#VH_F_trochlear_groove_R,FMA:43746,FMA:33189,Patellar surface of right femur,Articular cartilage of distal epiphysis of right femur
https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#VH_F_articular_cartilage_of_knee_R,FMA:33189,FMA:32860,Articular cartilage of distal epiphysis of right femur,Lateral condyle of right femur
https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#VH_F_lateral_condyle_of_femur_inf_R,FMA:32860,FMA:33189,Lateral condyle of right femur,Articular cartilage of distal epiphysis of right femur
https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#VH_F_articular_cartilage_of_knee_R,FMA:33189,FMA:32860,Articular cartilage of distal epiphysis of right femur,Lateral condyle of right femur
https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#VH_F_lateral_condyle_of_femur_frontal_R,FMA:32860,FMA:33189,Lateral condyle of right femur,Articular cartilage of distal epiphysis of right femur
https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#VH_F_articular_cartilage_of_knee_R,FMA:33189,FMA:24474,Articular cartilage of distal epiphysis of right femur,Right femur
https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#VH_F_femur_R,FMA:24474,FMA:33189,Right femur,Articular cartilage of distal epiphysis of right femur
https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#VH_F_articular_cartilage_of_knee_R,FMA:33189,FMA:32862,Articular cartilage of distal epiphysis of right femur,Medial condyle of right femur
https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#VH_F_medial_condyle_of_right_femur_inf,FMA:32862,FMA:33189,Medial condyle of right femur,Articular cartilage of distal epiphysis of right femur
https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#VH_F_articular_cartilage_of_knee_R,FMA:33189,FMA:43749,Articular cartilage of distal epiphysis of right femur,Intercondylar fossa of right femur
https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#VH_F_intercondylar_fossa_R,FMA:43749,FMA:33189,Intercondylar fossa of right femur,Articular cartilage of distal epiphysis of right femur
https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#VH_F_lateral_condyle_of_femur_sup_R,FMA:32860,FMA:43746,Lateral condyle of right femur,Patellar surface of right femur
https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#VH_F_trochlear_groove_R,FMA:43746,FMA:32860,Patellar surface of right femur,Lateral condyle of right femur
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_articular_cartilage_of_knee_L,FMA:33190,FMA:24475,Articular cartilage of distal epiphysis of left femur,Left femur
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_femur_L,FMA:24475,FMA:33190,Left femur,Articular cartilage of distal epiphysis of left femur
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_articular_cartilage_of_knee_L,FMA:33190,FMA:32861,Articular cartilage of distal epiphysis of left femur,Lateral condyle of left femur
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_lateral_condyle_of_femur_sup_L,FMA:32861,FMA:33190,Lateral condyle of left femur,Articular cartilage of distal epiphysis of left femur
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_medial_condyle_of_left_femur_sup,FMA:32863,FMA:43747,Medial condyle of left femur,Patellar surface of left femur
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_patellar_surface_L,FMA:43747,FMA:32863,Patellar surface of left femur,Medial condyle of left femur
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_articular_cartilage_of_knee_L,FMA:33190,UBERON:7500033,Articular cartilage of distal epiphysis of left femur,distal-most point of medial condyle of femur
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_distal_most_point_of_medial_condyle_of_femur_L,UBERON:7500033,FMA:33190,distal-most point of medial condyle of femur,Articular cartilage of distal epiphysis of left femur
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_distal_most_point_of_medial_condyle_of_femur_L,UBERON:7500033,FMA:64019,distal-most point of medial condyle of femur,Articular disk of knee joint
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_meniscus_L,FMA:64019,UBERON:7500033,Articular disk of knee joint,distal-most point of medial condyle of femur
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_distal_most_point_of_medial_condyle_of_femur_L,UBERON:7500033,FMA:24478,distal-most point of medial condyle of femur,Left tibia
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_tibia_L,FMA:24478,UBERON:7500033,Left tibia,distal-most point of medial condyle of femur
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_femur_L,FMA:24475,FMA:43750,Left femur,Intercondylar fossa of left femur
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_intercondylar_fossa_L,FMA:43750,FMA:24475,Intercondylar fossa of left femur,Left femur
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_lateral_condyle_of_femur_frontal_L,FMA:32861,FMA:64019,Lateral condyle of left femur,Articular disk of knee joint
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_meniscus_L,FMA:64019,FMA:32861,Articular disk of knee joint,Lateral condyle of left femur
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_meniscus_L,FMA:64019,FMA:24478,Articular disk of knee joint,Left tibia
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_tibia_L,FMA:24478,FMA:64019,Left tibia,Articular disk of knee joint
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_intercondylar_fossa_L,FMA:43750,FMA:32863,Intercondylar fossa of left femur,Medial condyle of left femur
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_medial_condyle_of_left_femur_inf,FMA:32863,FMA:43750,Medial condyle of left femur,Intercondylar fossa of left femur
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_lateral_condyle_of_femur_sup_L,FMA:32861,FMA:43747,Lateral condyle of left femur,Patellar surface of left femur
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_patellar_surface_L,FMA:43747,FMA:32861,Patellar surface of left femur,Lateral condyle of left femur
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_articular_cartilage_of_knee_L,FMA:33190,FMA:43750,Articular cartilage of distal epiphysis of left femur,Intercondylar fossa of left femur
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_intercondylar_fossa_L,FMA:43750,FMA:33190,Intercondylar fossa of left femur,Articular cartilage of distal epiphysis of left femur
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_articular_cartilage_of_knee_L,FMA:33190,FMA:32861,Articular cartilage of distal epiphysis of left femur,Lateral condyle of left femur
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_lateral_condyle_of_femur_frontal_L,FMA:32861,FMA:33190,Lateral condyle of left femur,Articular cartilage of distal epiphysis of left femur
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_distal_most_point_of_medial_condyle_of_femur_L,UBERON:7500033,FMA:43750,distal-most point of medial condyle of femur,Intercondylar fossa of left femur
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_intercondylar_fossa_L,FMA:43750,UBERON:7500033,Intercondylar fossa of left femur,distal-most point of medial condyle of femur
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_articular_cartilage_of_knee_L,FMA:33190,FMA:32863,Articular cartilage of distal epiphysis of left femur,Medial condyle of left femur
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_medial_condyle_of_left_femur_inf,FMA:32863,FMA:33190,Medial condyle of left femur,Articular cartilage of distal epiphysis of left femur
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_articular_cartilage_of_knee_L,FMA:33190,FMA:32861,Articular cartilage of distal epiphysis of left femur,Lateral condyle of left femur
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_lateral_condyle_of_femur_inf_L,FMA:32861,FMA:33190,Lateral condyle of left femur,Articular cartilage of distal epiphysis of left femur
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_articular_cartilage_of_knee_L,FMA:33190,FMA:32863,Articular cartilage of distal epiphysis of left femur,Medial condyle of left femur
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_medial_condyle_of_left_femur_sup,FMA:32863,FMA:33190,Medial condyle of left femur,Articular cartilage of distal epiphysis of left femur
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_articular_cartilage_of_knee_L,FMA:33190,FMA:43747,Articular cartilage of distal epiphysis of left femur,Patellar surface of left femur
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_patellar_surface_L,FMA:43747,FMA:33190,Patellar surface of left femur,Articular cartilage of distal epiphysis of left femur
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_articular_cartilage_of_knee_L,FMA:33190,FMA:64019,Articular cartilage of distal epiphysis of left femur,Articular disk of knee joint
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_meniscus_L,FMA:64019,FMA:33190,Articular disk of knee joint,Articular cartilage of distal epiphysis of left femur
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_articular_cartilage_of_knee_L,FMA:33190,FMA:24478,Articular cartilage of distal epiphysis of left femur,Left tibia
https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#VH_M_tibia_L,FMA:24478,FMA:33190,Left tibia,Articular cartilage of distal epiphysis of left femur
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_intercondylar_fossa_R,FMA:43749,FMA:32862,Intercondylar fossa of right femur,Medial condyle of right femur
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_medial_condyle_of_right_femur_inf,FMA:32862,FMA:43749,Medial condyle of right femur,Intercondylar fossa of right femur
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_articular_cartilage_of_knee_R,FMA:33189,FMA:32862,Articular cartilage of distal epiphysis of right femur,Medial condyle of right femur
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_medial_condyle_of_right_femur_sup,FMA:32862,FMA:33189,Medial condyle of right femur,Articular cartilage of distal epiphysis of right femur
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_articular_cartilage_of_knee_R,FMA:33189,FMA:43749,Articular cartilage of distal epiphysis of right femur,Intercondylar fossa of right femur
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_intercondylar_fossa_R,FMA:43749,FMA:33189,Intercondylar fossa of right femur,Articular cartilage of distal epiphysis of right femur
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_meniscus_R,FMA:64019,FMA:24477,Articular disk of knee joint,Right tibia
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_tibia_R,FMA:24477,FMA:64019,Right tibia,Articular disk of knee joint
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_articular_cartilage_of_knee_R,FMA:33189,FMA:43746,Articular cartilage of distal epiphysis of right femur,Patellar surface of right femur
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_patellar_surface_R,FMA:43746,FMA:33189,Patellar surface of right femur,Articular cartilage of distal epiphysis of right femur
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_articular_cartilage_of_knee_R,FMA:33189,FMA:24477,Articular cartilage of distal epiphysis of right femur,Right tibia
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_tibia_R,FMA:24477,FMA:33189,Right tibia,Articular cartilage of distal epiphysis of right femur
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_articular_cartilage_of_knee_R,FMA:33189,FMA:64019,Articular cartilage of distal epiphysis of right femur,Articular disk of knee joint
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_meniscus_R,FMA:64019,FMA:33189,Articular disk of knee joint,Articular cartilage of distal epiphysis of right femur
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_femur_R,FMA:24474,FMA:43749,Right femur,Intercondylar fossa of right femur
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_intercondylar_fossa_R,FMA:43749,FMA:24474,Intercondylar fossa of right femur,Right femur
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_articular_cartilage_of_knee_R,FMA:33189,UBERON:7500033,Articular cartilage of distal epiphysis of right femur,distal-most point of medial condyle of femur
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_distal_most_point_of_medial_condyle_of_femur_R,UBERON:7500033,FMA:33189,distal-most point of medial condyle of femur,Articular cartilage of distal epiphysis of right femur
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_medial_condyle_of_right_femur_sup,FMA:32862,FMA:43746,Medial condyle of right femur,Patellar surface of right femur
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_patellar_surface_R,FMA:43746,FMA:32862,Patellar surface of right femur,Medial condyle of right femur
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_articular_cartilage_of_knee_R,FMA:33189,FMA:32862,Articular cartilage of distal epiphysis of right femur,Medial condyle of right femur
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_medial_condyle_of_right_femur_inf,FMA:32862,FMA:33189,Medial condyle of right femur,Articular cartilage of distal epiphysis of right femur
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_lateral_condyle_of_femur_sup_R,FMA:32860,FMA:43746,Lateral condyle of right femur,Patellar surface of right femur
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_patellar_surface_R,FMA:43746,FMA:32860,Patellar surface of right femur,Lateral condyle of right femur
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_articular_cartilage_of_knee_R,FMA:33189,FMA:32860,Articular cartilage of distal epiphysis of right femur,Lateral condyle of right femur
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_lateral_condyle_of_femur_sup_R,FMA:32860,FMA:33189,Lateral condyle of right femur,Articular cartilage of distal epiphysis of right femur
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_distal_most_point_of_medial_condyle_of_femur_R,UBERON:7500033,FMA:43749,distal-most point of medial condyle of femur,Intercondylar fossa of right femur
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_intercondylar_fossa_R,FMA:43749,UBERON:7500033,Intercondylar fossa of right femur,distal-most point of medial condyle of femur
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_articular_cartilage_of_knee_R,FMA:33189,FMA:32860,Articular cartilage of distal epiphysis of right femur,Lateral condyle of right femur
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_lateral_condyle_of_femur_inf_R,FMA:32860,FMA:33189,Lateral condyle of right femur,Articular cartilage of distal epiphysis of right femur
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_distal_most_point_of_medial_condyle_of_femur_R,UBERON:7500033,FMA:24477,distal-most point of medial condyle of femur,Right tibia
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_tibia_R,FMA:24477,UBERON:7500033,Right tibia,distal-most point of medial condyle of femur
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_distal_most_point_of_medial_condyle_of_femur_R,UBERON:7500033,FMA:64019,distal-most point of medial condyle of femur,Articular disk of knee joint
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_meniscus_R,FMA:64019,UBERON:7500033,Articular disk of knee joint,distal-most point of medial condyle of femur
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_articular_cartilage_of_knee_R,FMA:33189,FMA:32860,Articular cartilage of distal epiphysis of right femur,Lateral condyle of right femur
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_lateral_condyle_of_femur_frontal_R,FMA:32860,FMA:33189,Lateral condyle of right femur,Articular cartilage of distal epiphysis of right femur
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_articular_cartilage_of_knee_R,FMA:33189,FMA:24474,Articular cartilage of distal epiphysis of right femur,Right femur
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_femur_R,FMA:24474,FMA:33189,Right femur,Articular cartilage of distal epiphysis of right femur
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_lateral_condyle_of_femur_frontal_R,FMA:32860,FMA:64019,Lateral condyle of right femur,Articular disk of knee joint
https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#VH_M_meniscus_R,FMA:64019,FMA:32860,Articular disk of knee joint,Lateral condyle of right femur
https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#primary,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#VH_F_descending_colon,UBERON:0001158,UBERON:0001159,descending colon,sigmoid colon
https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#primary,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#VH_F_sigmoid_colon,UBERON:0001159,UBERON:0001158,sigmoid colon,descending colon
https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#primary,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#VH_F_descending_colon,UBERON:0001158,UBERON:0022276,descending colon,splenic flexure of colon
https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#primary,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#VH_F_splenic_flexure_of_colon,UBERON:0022276,UBERON:0001158,splenic flexure of colon,descending colon
https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#primary,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#VH_F_caecum,UBERON:0001153,UBERON:0000569,caecum,ileocecal valve
https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#primary,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#VH_F_ileocecal_valve,UBERON:0000569,UBERON:0001153,ileocecal valve,caecum
https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#primary,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#VH_F_rectum,UBERON:0001052,UBERON:0001159,rectum,sigmoid colon
https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#primary,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#VH_F_sigmoid_colon,UBERON:0001159,UBERON:0001052,sigmoid colon,rectum
https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#primary,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#VH_F_hepatic_flexure_of_colon,UBERON:0022277,UBERON:0001157,hepatic flexure of colon,transverse colon
https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#primary,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#VH_F_transverse_colon,UBERON:0001157,UBERON:0022277,transverse colon,hepatic flexure of colon
https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#primary,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#VH_F_splenic_flexure_of_colon,UBERON:0022276,UBERON:0001157,splenic flexure of colon,transverse colon
https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#primary,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#VH_F_transverse_colon,UBERON:0001157,UBERON:0022276,transverse colon,splenic flexure of colon
https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#primary,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#VH_F_ascending_colon,UBERON:0001156,UBERON:0001157,ascending colon,transverse colon
https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#primary,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#VH_F_transverse_colon,UBERON:0001157,UBERON:0001156,transverse colon,ascending colon
https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#primary,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.3#VH_F_ascending_colon,UBERON:0001156,UBERON:0000569,ascending colon,ileocecal valve
