ref_organ,ref_organ_part,parent,child,parent_label,child_label
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_right_colic_artery,FMA:14811,UBERON:0035548,Right colic artery,ileocolic artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_inferior_mesenteric_vein,UBERON:0001215,UBERON:0003713,inferior mesenteric vein,splenic vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_splenic_vein,UBERON:0003713,UBERON:0001215,splenic vein,inferior mesenteric vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_inferior_rectal_vein_R,FMA:21313,UBERON:0018252,right Inferior rectal vein,internal pudendal vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_internal_pudendal_vein_R,UBERON:0018252,FMA:21313,internal pudendal vein,right Inferior rectal vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_internal_iliac_vein_L,UBERON:0001317,FMA:18895,internal iliac vein,Left middle rectal vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_middle_rectal_vein_L,FMA:18895,UBERON:0001317,Left middle rectal vein,internal iliac vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_inferior_mesenteric_vein,UBERON:0001215,FMA:15395,inferior mesenteric vein,sigmoid vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_sigmoid_vein,FMA:15395,UBERON:0001215,sigmoid vein,inferior mesenteric vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_aortic_arch,UBERON:0001508,UBERON:0001514,arch of aorta,descending aorta
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_descending_aorta_a,UBERON:0001514,UBERON:0001508,descending aorta,arch of aorta
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_hepatic_portal_vein,UBERON:0001639,UBERON:0003713,hepatic portal vein,splenic vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_splenic_vein,UBERON:0003713,UBERON:0001639,splenic vein,hepatic portal vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_hepatic_portal_vein,UBERON:0001639,UBERON:0001182,hepatic portal vein,superior mesenteric artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_superior_mesenteric_vein,UBERON:0001182,UBERON:0001639,superior mesenteric artery,hepatic portal vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_inferior_mesenteric_vein,UBERON:0001215,FMA:15394,inferior mesenteric vein,Left colic vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_left_colic_vein,FMA:15394,UBERON:0001215,Left colic vein,inferior mesenteric vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_aortic_arch,UBERON:0001508,UBERON:0001651,arch of aorta,right pulmonary artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_pulmonary_artery_R,UBERON:0001651,UBERON:0001508,right pulmonary artery,arch of aorta
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_inferior_mesenteric_vein,UBERON:0001215,UBERON:0035180,inferior mesenteric vein,sigmoid artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_sigmoid_artery_c,UBERON:0035180,UBERON:0001215,sigmoid artery,inferior mesenteric vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_common_hepatic_artery,UBERON:0005436,UBERON:0001639,common hepatic artery,hepatic portal vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_hepatic_portal_vein,UBERON:0001639,UBERON:0005436,hepatic portal vein,common hepatic artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_diagonal_branch_of_left_anterior_descending_artery,FMA:3860,FMA:3902,Diagonal branch of anterior descending branch of left coronary artery,Left marginal artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_left_marginal_branch,FMA:3902,FMA:3860,Left marginal artery,Diagonal branch of anterior descending branch of left coronary artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_descending_aorta_b,UBERON:0001514,UBERON:0001186,descending aorta,left renal artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_left_renal_artery,UBERON:0001186,UBERON:0001514,left renal artery,descending aorta
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_diagonal_branch_of_anterior_descending_branch_of_left_coronary_artery,FMA:3860,FMA:8636,Diagonal branch of anterior descending branch of left coronary artery,Anterior descending branch of left pulmonary artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_left_anterior_descending_artery,FMA:8636,FMA:3860,Anterior descending branch of left pulmonary artery,Diagonal branch of anterior descending branch of left coronary artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_right_colic_artery,FMA:14811,FMA:15407,Right colic artery,Right colic vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_right_colic_vein,FMA:15407,FMA:14811,Right colic vein,Right colic artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_brachiocephalic_artery_a,UBERON:0001529,FMA:4761,brachiocephalic artery,Left brachiocephalic vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_brachiocephalic_vein_L,FMA:4761,UBERON:0001529,Left brachiocephalic vein,brachiocephalic artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_descending_aorta_b,UBERON:0001514,FMA:10951,descending aorta,inferior vena cava
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_inferior_vena_cava_b,FMA:10951,UBERON:0001514,inferior vena cava,descending aorta
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_internal_iliac_vein_L,UBERON:0001317,UBERON:0018252,internal iliac vein,internal pudendal vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_internal_pudendal_vein_L,UBERON:0018252,UBERON:0001317,internal pudendal vein,internal iliac vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_diagonal_branch_of_anterior_descending_branch_of_left_coronary_artery,FMA:3860,UBERON:0006958,Diagonal branch of anterior descending branch of left coronary artery,great vein of heart
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_great_cardiac_vein,UBERON:0006958,FMA:3860,great vein of heart,Diagonal branch of anterior descending branch of left coronary artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_cystic_artery,UBERON:0039222,FMA:14778,cystic artery,Right hepatic artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_right_hepatic_artery,FMA:14778,UBERON:0039222,Right hepatic artery,cystic artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_ascending_aorta,UBERON:0001496,UBERON:0001651,ascending aorta,right pulmonary artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_pulmonary_artery_R,UBERON:0001651,UBERON:0001496,right pulmonary artery,ascending aorta
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_middle_colic_artery,UBERON:0001196,FMA:14811,middle colic artery,Right colic artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_right_colic_artery,FMA:14811,UBERON:0001196,Right colic artery,middle colic artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_internal_iliac_vein_R,UBERON:0001317,FMA:18894,internal iliac vein,Right middle rectal vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_middle_rectal_vein_R,FMA:18894,UBERON:0001317,Right middle rectal vein,internal iliac vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_inferior_pancreaticoduodenal_vein,FMA:0329299,UBERON:0001182,Inferior pancreaticoduodenal vein,superior mesenteric artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_superior_mesenteric_vein,UBERON:0001182,FMA:0329299,superior mesenteric artery,Inferior pancreaticoduodenal vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_central_retinal_artery_R,FMA:49880,FMA:49957,Right central retinal artery,Right long posterior ciliary artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_long_posterior_ciliary_artery_R,FMA:49957,FMA:49880,Right long posterior ciliary artery,Right central retinal artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_inferior_rectal_vein_L,FMA:21314,UBERON:0018252,left Inferior rectal vein,internal pudendal vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_internal_pudendal_vein_L,UBERON:0018252,FMA:21314,internal pudendal vein,left Inferior rectal vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_common_iliac_vein_L,FMA:21388,UBERON:0035040,Left common iliac vein,superior rectal artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_superior_rectal_vein,UBERON:0035040,FMA:21388,superior rectal artery,Left common iliac vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_marginal_artery_of_Drummond,FMA:14824,UBERON:0035180,marginal colic artery,sigmoid artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_sigmoid_artery_c,UBERON:0035180,FMA:14824,sigmoid artery,marginal colic artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_common_iliac_vein_L,FMA:21388,UBERON:0001317,Left common iliac vein,internal iliac vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_internal_iliac_vein_L,UBERON:0001317,FMA:21388,internal iliac vein,Left common iliac vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_central_retinal_artery_L,FMA:49881,FMA:51885,Left central retinal artery,Left central retinal vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_central_retinal_vein_L,FMA:51885,FMA:49881,Left central retinal vein,Left central retinal artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_coronary_sinus,UBERON:0005438,FMA:4712,coronary sinus,Posterior vein of left ventricle
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_posterior_vein_of_left_ventricle,FMA:4712,UBERON:0005438,Posterior vein of left ventricle,coronary sinus
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_left_colic_vein,FMA:15394,FMA:14824,Left colic vein,marginal colic artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_marginal_artery_of_Drummond,FMA:14824,FMA:15394,marginal colic artery,Left colic vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_common_iliac_vein_R,FMA:21387,FMA:10951,Right common iliac vein,inferior vena cava
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_inferior_vena_cava_b,FMA:10951,FMA:21387,inferior vena cava,Right common iliac vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_coronary_sinus,UBERON:0005438,FMA:3860,coronary sinus,Diagonal branch of anterior descending branch of left coronary artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_diagonal_branch_of_left_anterior_descending_artery,FMA:3860,UBERON:0005438,Diagonal branch of anterior descending branch of left coronary artery,coronary sinus
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_common_iliac_vein_L,FMA:21388,UBERON:0001316,Left common iliac vein,external iliac vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_external_iliac_vein_L,UBERON:0001316,FMA:21388,external iliac vein,Left common iliac vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_left_colic_artery,FMA:14826,FMA:14824,Left colic artery,marginal colic artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_marginal_artery_of_Drummond,FMA:14824,FMA:14826,marginal colic artery,Left colic artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_common_iliac_vein_L,FMA:21388,UBERON:0006687,Left common iliac vein,median sacral vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_median_sacral_vein,UBERON:0006687,FMA:21388,median sacral vein,Left common iliac vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_common_iliac_vein_L,FMA:21388,UBERON:0035180,Left common iliac vein,sigmoid artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_sigmoid_artery_a,UBERON:0035180,FMA:21388,sigmoid artery,Left common iliac vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_coronary_sinus,UBERON:0005438,UBERON:0006958,coronary sinus,great vein of heart
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_great_cardiac_vein,UBERON:0006958,UBERON:0005438,great vein of heart,coronary sinus
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_inferior_mesenteric_vein,UBERON:0001215,UBERON:0035040,inferior mesenteric vein,superior rectal artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_superior_rectal_vein,UBERON:0035040,UBERON:0001215,superior rectal artery,inferior mesenteric vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_diagonal_branch_of_left_anterior_descending_artery,FMA:3860,UBERON:0001626,Diagonal branch of anterior descending branch of left coronary artery,left coronary artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_left_coronary_artery,UBERON:0001626,FMA:3860,left coronary artery,Diagonal branch of anterior descending branch of left coronary artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_common_iliac_vein_R,FMA:21387,UBERON:0001316,Right common iliac vein,external iliac vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_external_iliac_vein_R,UBERON:0001316,FMA:21387,external iliac vein,Right common iliac vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_central_retinal_vein_L,FMA:51885,FMA:51249,Left central retinal vein,Left superior ophthalmic vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_superior_ophthalmic_vein_L,FMA:51249,FMA:51885,Left superior ophthalmic vein,Left central retinal vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_central_retinal_artery_L,FMA:49881,FMA:49958,Left central retinal artery,Left long posterior ciliary artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_long_posterior_ciliary_artery_L,FMA:49958,FMA:49881,Left long posterior ciliary artery,Left central retinal artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_inferior_mesenteric_artery,UBERON:0001183,FMA:14826,inferior mesenteric artery,Left colic artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_left_colic_artery,FMA:14826,UBERON:0001183,Left colic artery,inferior mesenteric artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_right_colic_artery,FMA:14811,UBERON:0001182,Right colic artery,superior mesenteric artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_superior_mesenteric_vein,UBERON:0001182,FMA:14811,superior mesenteric artery,Right colic artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_proper_hepatic_artery,FMA:14772,FMA:14778,Hepatic artery proper,Right hepatic artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_right_hepatic_artery,FMA:14778,FMA:14772,Right hepatic artery,Hepatic artery proper
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_aortic_arch,UBERON:0001508,UBERON:0001536,arch of aorta,left common carotid artery plus branches
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_left_common_carotid_artery_a,UBERON:0001536,UBERON:0001508,left common carotid artery plus branches,arch of aorta
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_celiac_trunk,FMA:14812,UBERON:0005436,Celiac trunk,common hepatic artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_common_hepatic_artery,UBERON:0005436,FMA:14812,common hepatic artery,Celiac trunk
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_descending_aorta_b,UBERON:0001514,UBERON:0001185,descending aorta,right renal artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_right_renal_artery,UBERON:0001185,UBERON:0001514,right renal artery,descending aorta
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_common_iliac_vein_R,FMA:21387,UBERON:0001317,Right common iliac vein,internal iliac vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_internal_iliac_vein_R,UBERON:0001317,FMA:21387,internal iliac vein,Right common iliac vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_ileocolic_vein,UBERON:0001219,FMA:15407,ileocolic vein,Right colic vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_right_colic_vein,FMA:15407,UBERON:0001219,Right colic vein,ileocolic vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_middle_colic_vein,UBERON:0001218,UBERON:0001182,middle colic vein,superior mesenteric artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_superior_mesenteric_vein,UBERON:0001182,UBERON:0001218,superior mesenteric artery,middle colic vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_central_retinal_vein_L,FMA:51885,UBERON:0001619,Left central retinal vein,ophthalmic artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_opthalmic_artery_L,UBERON:0001619,FMA:51885,ophthalmic artery,Left central retinal vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_ophthalmic_vein_R,UBERON:0011191,FMA:51248,ophthalmic vein,Right superior ophthalmic vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_superior_ophthalmic_vein_R,FMA:51248,UBERON:0011191,Right superior ophthalmic vein,ophthalmic vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_middle_cardiac_vein,UBERON:0009687,FMA:3840,middle cardiac vein,Posterior interventricular branch of right coronary artery
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_right_posterior_descending_artery,FMA:3840,UBERON:0009687,Posterior interventricular branch of right coronary artery,middle cardiac vein
https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#VH_M_hepatic_portal_vein,UBERON:0001639,FMA:14779,hepatic portal vein,Left hepatic artery
